"id";"pieza_ordenador";"precio";"pais_origen"
"   OPVXT   ";"Memoria RAM, Kingston";"769,66 €";"Corea del Sur"
"   XE6FE  ";"Disco duro, Seagate";"233,98 £";"Corea del Sur"
"  74LQG ";"Procesador, Intel";"L167,52 £";"Estados Unidos"
"   L9DVK  ";"Disco duro, Seagate";"824,21 TL";"Corea del Sur"
"   SS5Y2  ";"Memoria RAM, Kingston";"885,51 €";"Estados Unidos"
" HWRDK ";"Memoria RAM, Kingston";"984,26 £";"Estados Unidos"
" WIMMH  ";"Procesador, Intel";"291,95 £";"Tailandia"
"   Z2HYC  ";"Placa base, ASUS";"991,45 TL";"China"
" NV6H2   ";"Procesador, Intel";"122,58 £";"Tailandia"
"   UC012 ";"Disco duro, Seagate";"912,62 €";"Corea del Sur"
"   N0SUK  ";"Memoria RAM, Kingston";"220,43 TL";"Tailandia"
" 770B1 ";"Tarjeta gráfica, NVIDIA";"213,44 €";"Taiwán"
"   2X5PF  ";"Tarjeta gráfica, NVIDIA";"W747,41 £";"Taiwán"
"   JDPWA  ";"Tarjeta gráfica, NVIDIA";"783,21 TL";"Tailandia"
" R32EN ";"Tarjeta gráfica, NVIDIA";"597,69 £";"China"
"   JJGDK  ";"Placa base, ASUS";"496,66 €";"Corea del Sur"
"  UZ2BL  ";"Disco duro, Seagate";"819,66 TL";"China"
"  IL3HJ   ";"Placa base, ASUS";"322,19 €";"Corea del Sur"
"   1FZHD  ";"Placa base, ASUS";"750,51 £";"Corea del Sur"
"   0RZV8 ";"Placa base, ASUS";"236,58 £";"China"
"  HRIWO ";"Procesador, Intel";"288,72 TL";"Taiwán"
" THB5F ";"Memoria RAM, Kingston";"143,35 TL";"China"
" QJKVG ";"Tarjeta gráfica, NVIDIA";"244,36 €";"Corea del Sur"
" EZKWS  ";"Procesador, Intel";"476,58 €";"Taiwán"
"   Y4H1G   ";"Disco duro, Seagate";"916,53 €";"Taiwán"
"  MQXEI   ";"Disco duro, Seagate";"245,56 £";"Taiwán"
"  KL46P   ";"Procesador, Intel";"78,29 €";"Taiwán"
"  D2QFZ   ";"Memoria RAM, Kingston";"u66,93 £";"Tailandia"
"   EO4CD  ";"Disco duro, Seagate";"170,47 €";"Taiwán"
"  D4JEB ";"Memoria RAM, Kingston";"388,82 TL";"Tailandia"
"   ITVO0 ";"Placa base, ASUS";"737,68 TL";"Corea del Sur"
" LPVTN   ";"Tarjeta gráfica, NVIDIA";"176,50 €";"China"
"   GRU8X ";"Disco duro, Seagate";"626,27 TL";"Taiwán"
" GMV28   ";"Memoria RAM, Kingston";"925,97 TL";"Corea del Sur"
"   93JZZ   ";"Procesador, Intel";"k916,45 €";"Estados Unidos"
"   P3XV1   ";"Tarjeta gráfica, NVIDIA";"383,48 €";"Corea del Sur"
"   5QC8A   ";"Placa base, ASUS";"60,17 €";"Taiwán"
"   0PIBM   ";"Procesador, Intel";"953,71 £";"Estados Unidos"
"   L7UL4 ";"Procesador, Intel";"907,28 £";"Estados Unidos"
"   WR24A ";"Disco duro, Seagate";"475,25 £";"Corea del Sur"
"  N5RH6   ";"Placa base, ASUS";"248,69 €";"Taiwán"
"  ZWXK0  ";"Disco duro, Seagate";"466,94 €";"Estados Unidos"
"  Q50TC  ";"Placa base, ASUS";"34,55 €";"Tailandia"
" DW8HY  ";"Placa base, ASUS";"461,41 €";"Corea del Sur"
" OU39A ";"Tarjeta gráfica, NVIDIA";"648,87 £";"China"
" WNJAF  ";"Tarjeta gráfica, NVIDIA";"878,47 €";"Corea del Sur"
"  VOMPE ";"Procesador, Intel";"221,19 £";"Tailandia"
" UVC39   ";"Disco duro, Seagate";"212,97 £";"China"
"  WYSTN ";"Tarjeta gráfica, NVIDIA";"139,22 TL";"Corea del Sur"
"  5TCWB ";"Memoria RAM, Kingston";"312,33 €";"Tailandia"
"   1DUAQ  ";"Tarjeta gráfica, NVIDIA";"485,91 TL";"Corea del Sur"
" PJ3XI ";"Procesador, Intel";"798,57 TL";"Tailandia"
"   LXBA1  ";"Procesador, Intel";"465,35 €";"Estados Unidos"
" 4AYCM  ";"Disco duro, Seagate";"956,44 €";"China"
" FZB9S ";"Tarjeta gráfica, NVIDIA";"912,28 £";"Corea del Sur"
"   UVL2E ";"Tarjeta gráfica, NVIDIA";"d868,89 TL";"China"
"   IKP48 ";"Disco duro, Seagate";"280,88 TL";"Taiwán"
"  9QID1 ";"Disco duro, Seagate";"777,73 €";"Taiwán"
"  OCJBC  ";"Tarjeta gráfica, NVIDIA";"X243,92 £";"Taiwán"
"   PZ655   ";"Disco duro, Seagate";"299,60 TL";"Estados Unidos"
"  CPEEU   ";"Placa base, ASUS";"87,14 €";"Corea del Sur"
" LRBWL  ";"Disco duro, Seagate";"89,33 TL";"Corea del Sur"
"   XFMQL  ";"Tarjeta gráfica, NVIDIA";"860,57 €";"Estados Unidos"
"  GMHW8 ";"Tarjeta gráfica, NVIDIA";"84,76 TL";"Taiwán"
" 8O884 ";"Procesador, Intel";"69,43 €";"Corea del Sur"
"  TZKTX  ";"Memoria RAM, Kingston";"901,34 €";"Corea del Sur"
"  KFGKV ";"Placa base, ASUS";"562,45 €";"Estados Unidos"
"   JC877   ";"Placa base, ASUS";"749,52 TL";"China"
" 3OTEV  ";"Disco duro, Seagate";"584,73 £";"Estados Unidos"
" 3UMZN  ";"Memoria RAM, Kingston";"457,90 TL";"Taiwán"
"  Z7JWU   ";"Procesador, Intel";"669,56 £";"Corea del Sur"
" RU7VH ";"Disco duro, Seagate";"397,93 TL";"Corea del Sur"
" N6NK0 ";"Placa base, ASUS";"331,25 €";"Corea del Sur"
"   7XFGK ";"Tarjeta gráfica, NVIDIA";"372,88 £";"Taiwán"
"   LENTC   ";"Disco duro, Seagate";"k471,49 €";"Corea del Sur"
"  F9TMN   ";"Disco duro, Seagate";"629,28 €";"Corea del Sur"
"   GES9U   ";"Tarjeta gráfica, NVIDIA";"989,14 £";"Corea del Sur"
" 8PRTD ";"Tarjeta gráfica, NVIDIA";"589,83 TL";"China"
" LL07H   ";"Tarjeta gráfica, NVIDIA";"kr536,19 €";"Corea del Sur"
"  77X82   ";"Tarjeta gráfica, NVIDIA";"151,21 £";"Estados Unidos"
" GU6K3 ";"Memoria RAM, Kingston";"X113,97 TL";"Corea del Sur"
" YLBAU   ";"Tarjeta gráfica, NVIDIA";"F99,93 TL";"Estados Unidos"
"  L2ZH0  ";"Procesador, Intel";"176,95 £";"Estados Unidos"
"  OEK4V   ";"Placa base, ASUS";"731,51 TL";"Tailandia"
"  VYD0Y   ";"Memoria RAM, Kingston";"241,42 TL";"Taiwán"
" I6HFY  ";"Procesador, Intel";"376,75 TL";"Tailandia"
" XPO89   ";"Disco duro, Seagate";"972,36 TL";"Corea del Sur"
" P1704   ";"Procesador, Intel";"937,47 €";"Corea del Sur"
"  LFEF6 ";"Memoria RAM, Kingston";"667,30 TL";"Taiwán"
" 3FW5Y   ";"Tarjeta gráfica, NVIDIA";"474,85 €";"China"
"  QNP45   ";"Memoria RAM, Kingston";"863,59 TL";"China"
"  VSZF2   ";"Memoria RAM, Kingston";"647,52 £";"China"
" V160I ";"Procesador, Intel";"664,17 £";"China"
" QDC6A  ";"Memoria RAM, Kingston";"556,85 TL";"Estados Unidos"
"  P1TSR   ";"Memoria RAM, Kingston";"441,35 £";"Estados Unidos"
"  GQJ0J   ";"Procesador, Intel";"662,98 £";"Estados Unidos"
"  9J20G ";"Memoria RAM, Kingston";"984,74 TL";"Corea del Sur"
"  GRHGE ";"Tarjeta gráfica, NVIDIA";"979,51 €";"Tailandia"
"   V0JPG   ";"Procesador, Intel";"977,12 £";"China"
" 1R9PQ  ";"Tarjeta gráfica, NVIDIA";"970,76 £";"China"
"  68M07  ";"Memoria RAM, Kingston";"379,72 €";"Tailandia"
"   OW9S1 ";"Tarjeta gráfica, NVIDIA";"20,78 TL";"China"
"  75CJA  ";"Tarjeta gráfica, NVIDIA";"516,75 £";"China"
"   T28SM   ";"Procesador, Intel";"189,48 £";"Estados Unidos"
" X1CKN  ";"Disco duro, Seagate";"947,17 €";"Tailandia"
"   L51LF   ";"Procesador, Intel";"909,96 £";"Corea del Sur"
" 5MFYY ";"Tarjeta gráfica, NVIDIA";"U691,14 TL";"Estados Unidos"
"  A5D1D   ";"Tarjeta gráfica, NVIDIA";"768,47 £";"China"
"   95IEZ ";"Tarjeta gráfica, NVIDIA";"555,77 €";"China"
"   MXYY8 ";"Procesador, Intel";"68,41 TL";"Taiwán"
" S2L4A  ";"Placa base, ASUS";"179,78 TL";"Corea del Sur"
" C8QUK   ";"Memoria RAM, Kingston";"57,84 €";"Corea del Sur"
" ANAEY   ";"Tarjeta gráfica, NVIDIA";"840,81 TL";"Tailandia"
"   XLCCM   ";"Placa base, ASUS";"95,36 £";"Corea del Sur"
" 30TTC ";"Memoria RAM, Kingston";"906,28 £";"China"
"   SN0EB  ";"Disco duro, Seagate";"362,86 £";"Estados Unidos"
"  E2XK1   ";"Procesador, Intel";"451,56 TL";"Tailandia"
" X3II4  ";"Procesador, Intel";"553,48 TL";"Taiwán"
"  0MPGQ ";"Procesador, Intel";"505,87 €";"Tailandia"
"   8RKRZ  ";"Disco duro, Seagate";"51,76 £";"Tailandia"
"   KICQQ ";"Memoria RAM, Kingston";"372,26 TL";"Corea del Sur"
"  ZPMPW ";"Placa base, ASUS";"b357,28 £";"Corea del Sur"
" XQAJE   ";"Placa base, ASUS";"950,70 €";"Corea del Sur"
" 3EWLC   ";"Memoria RAM, Kingston";"889,74 TL";"Tailandia"
"   9IIEN  ";"Tarjeta gráfica, NVIDIA";"702,79 €";"China"
"   7YM2V ";"Procesador, Intel";"o628,29 TL";"Taiwán"
" SDCRJ ";"Tarjeta gráfica, NVIDIA";"823,64 £";"Corea del Sur"
"  7BWL7 ";"Disco duro, Seagate";"172,61 £";"Corea del Sur"
"  XNS4A ";"Memoria RAM, Kingston";"141,84 TL";"Tailandia"
"  AZ2X6 ";"Procesador, Intel";"488,37 €";"China"
"   WZCZF   ";"Tarjeta gráfica, NVIDIA";"857,64 £";"Estados Unidos"
"   6QLV7  ";"Disco duro, Seagate";"174,57 £";"Taiwán"
"   66LHP ";"Disco duro, Seagate";"916,97 £";"Estados Unidos"
" OFONC ";"Tarjeta gráfica, NVIDIA";"309,70 £";"China"
" S9PA0 ";"Placa base, ASUS";"767,74 TL";"Estados Unidos"
" JESC6  ";"Placa base, ASUS";"267,42 £";"Taiwán"
"  E9644 ";"Disco duro, Seagate";"746,32 £";"China"
"  W6BYQ ";"Placa base, ASUS";"632,78 £";"Corea del Sur"
"  KC8FF  ";"Procesador, Intel";"220,89 TL";"Tailandia"
" XS689 ";"Tarjeta gráfica, NVIDIA";"202,27 €";"Tailandia"
" PPI2A ";"Memoria RAM, Kingston";"470,47 TL";"Tailandia"
" 3QBTO   ";"Memoria RAM, Kingston";"427,64 TL";"Tailandia"
"  EJPY6  ";"Disco duro, Seagate";"598,71 £";"China"
" DTIIP ";"Disco duro, Seagate";"421,14 TL";"China"
"   5Z1IM  ";"Disco duro, Seagate";"152,18 £";"Corea del Sur"
" WCFC8 ";"Placa base, ASUS";"582,75 €";"Estados Unidos"
" I89CB ";"Memoria RAM, Kingston";"613,69 TL";"Taiwán"
" 0AF0Y   ";"Procesador, Intel";"290,96 TL";"Estados Unidos"
" BN30O   ";"Procesador, Intel";"493,67 €";"Tailandia"
"   A4SJY ";"Disco duro, Seagate";"529,63 TL";"China"
"   GNB5T ";"Placa base, ASUS";"812,40 £";"Tailandia"
" G321B ";"Memoria RAM, Kingston";"I499,59 €";"Estados Unidos"
"   RXDIQ  ";"Memoria RAM, Kingston";"340,94 TL";"Tailandia"
" 96T9T   ";"Memoria RAM, Kingston";"128,24 £";"Corea del Sur"
" YKM48   ";"Procesador, Intel";"842,12 TL";"Taiwán"
" NOM5Y  ";"Tarjeta gráfica, NVIDIA";"b977,99 €";"Corea del Sur"
"  9DZYW ";"Tarjeta gráfica, NVIDIA";"526,12 TL";"China"
"   67KSZ   ";"Tarjeta gráfica, NVIDIA";"S14,77 TL";"Corea del Sur"
"   HTGQW   ";"Tarjeta gráfica, NVIDIA";"31,18 €";"Tailandia"
"   KJB9T ";"Disco duro, Seagate";"925,51 €";"Corea del Sur"
" PAJXH   ";"Placa base, ASUS";"466,66 £";"Estados Unidos"
" ENYQX ";"Tarjeta gráfica, NVIDIA";"m200,77 €";"Taiwán"
"  P1B2K  ";"Procesador, Intel";"987,17 €";"Corea del Sur"
"   V4OPD ";"Procesador, Intel";"530,36 TL";"Estados Unidos"
"   IJBVR ";"Disco duro, Seagate";"943,77 €";"Estados Unidos"
"   SF0TE ";"Memoria RAM, Kingston";"245,41 €";"Corea del Sur"
" VFB0R  ";"Placa base, ASUS";"669,72 €";"Corea del Sur"
"  66H0O  ";"Procesador, Intel";"924,75 £";"Tailandia"
" ZHOI2 ";"Procesador, Intel";"888,30 £";"Estados Unidos"
"  X0F6M   ";"Placa base, ASUS";"478,32 £";"Tailandia"
"   UIMFQ   ";"Tarjeta gráfica, NVIDIA";"599,43 €";"China"
"   5C5EK  ";"Placa base, ASUS";"b227,11 £";"Tailandia"
" WLU4Y   ";"Procesador, Intel";"840,10 €";"Estados Unidos"
"  3OZLE   ";"Disco duro, Seagate";"995,61 TL";"Tailandia"
"  H7SRB ";"Placa base, ASUS";"768,39 £";"China"
"   W3C74 ";"Placa base, ASUS";"894,83 TL";"Taiwán"
"  609UP  ";"Disco duro, Seagate";"352,51 €";"China"
"   U2TLS ";"Disco duro, Seagate";"u752,60 TL";"Taiwán"
"   09WFX  ";"Memoria RAM, Kingston";"D674,92 TL";"Tailandia"
"  5DDRW ";"Memoria RAM, Kingston";"538,79 TL";"Tailandia"
"  KA8FL ";"Tarjeta gráfica, NVIDIA";"275,74 £";"Taiwán"
"   MUQTU  ";"Memoria RAM, Kingston";"724,62 TL";"Tailandia"
"   2H9NA  ";"Placa base, ASUS";"433,26 €";"Taiwán"
"   BVWES ";"Procesador, Intel";"R907,19 €";"Tailandia"
"  B34WO  ";"Disco duro, Seagate";"464,33 £";"Tailandia"
"   271E0 ";"Memoria RAM, Kingston";"189,19 TL";"China"
" FJSTG   ";"Memoria RAM, Kingston";"244,74 €";"Taiwán"
"   U6VIR  ";"Disco duro, Seagate";"392,73 €";"Taiwán"
" MHALR   ";"Disco duro, Seagate";"686,75 £";"Corea del Sur"
" 76I0D ";"Disco duro, Seagate";"703,74 €";"Taiwán"
"   NYCYJ   ";"Memoria RAM, Kingston";"734,26 £";"Corea del Sur"
" S6CPA ";"Placa base, ASUS";"685,14 €";"Estados Unidos"
"   1M0S0   ";"Tarjeta gráfica, NVIDIA";"833,32 £";"Corea del Sur"
"   RMW9N  ";"Memoria RAM, Kingston";"87,32 €";"China"
" V0294 ";"Memoria RAM, Kingston";"395,44 TL";"Taiwán"
" 5GAYY ";"Memoria RAM, Kingston";"688,53 TL";"Tailandia"
"  PI1M8 ";"Disco duro, Seagate";"235,33 €";"Taiwán"
"  60Q7K  ";"Memoria RAM, Kingston";"502,97 TL";"China"
"   K5WU8 ";"Procesador, Intel";"382,81 TL";"Taiwán"
"   8NKAR  ";"Placa base, ASUS";"630,76 €";"Tailandia"
"  TXSJ4  ";"Placa base, ASUS";"936,53 TL";"Taiwán"
"  0V3YJ ";"Tarjeta gráfica, NVIDIA";"725,65 €";"Tailandia"
"  M3WRL ";"Disco duro, Seagate";"F255,74 TL";"Taiwán"
"  S065J   ";"Disco duro, Seagate";"137,51 TL";"Corea del Sur"
"   NYNGT  ";"Memoria RAM, Kingston";"641,61 £";"Corea del Sur"
"   6JOLE  ";"Procesador, Intel";"581,99 TL";"China"
" 3ML6Y   ";"Tarjeta gráfica, NVIDIA";"17,45 TL";"China"
"   N1KSA   ";"Tarjeta gráfica, NVIDIA";"318,49 €";"Corea del Sur"
"  X3AH0 ";"Tarjeta gráfica, NVIDIA";"791,70 TL";"Corea del Sur"
"   KOQY1   ";"Disco duro, Seagate";"152,96 €";"Taiwán"
" QN4JV  ";"Tarjeta gráfica, NVIDIA";"800,25 €";"Corea del Sur"
"   45866 ";"Disco duro, Seagate";"864,49 TL";"Tailandia"
"   FI90N ";"Disco duro, Seagate";"324,17 TL";"Corea del Sur"
"  M7NMF ";"Tarjeta gráfica, NVIDIA";"969,67 £";"Corea del Sur"
"  GXTCQ ";"Tarjeta gráfica, NVIDIA";"484,15 €";"Estados Unidos"
"   KT2IF ";"Disco duro, Seagate";"b951,22 €";"Estados Unidos"
" YZWGY ";"Memoria RAM, Kingston";"217,81 TL";"China"
"  R6FRN ";"Memoria RAM, Kingston";"593,13 €";"China"
"  F2FA4   ";"Memoria RAM, Kingston";"855,24 TL";"Estados Unidos"
" KWXRA  ";"Memoria RAM, Kingston";"y316,33 €";"China"
"  1E8Z6   ";"Procesador, Intel";"497,56 €";"Corea del Sur"
"  DII4I ";"Disco duro, Seagate";"g396,20 TL";"Taiwán"
"   OI3AG  ";"Memoria RAM, Kingston";"644,62 £";"Taiwán"
" B7MVE   ";"Tarjeta gráfica, NVIDIA";"565,62 TL";"Taiwán"
" G55WV ";"Placa base, ASUS";"573,25 £";"China"
" VEKRI   ";"Procesador, Intel";"b286,11 TL";"Estados Unidos"
" O62HA ";"Tarjeta gráfica, NVIDIA";"614,90 €";"Tailandia"
" 41EQ9   ";"Memoria RAM, Kingston";"969,61 £";"Estados Unidos"
" I8L71 ";"Placa base, ASUS";"630,67 £";"Taiwán"
"   5A0Q2 ";"Placa base, ASUS";"265,10 €";"China"
"   ET9OH ";"Tarjeta gráfica, NVIDIA";"434,64 £";"Tailandia"
"   12PQF  ";"Disco duro, Seagate";"310,87 €";"Tailandia"
"   GJ0QW ";"Placa base, ASUS";"51,95 TL";"Corea del Sur"
"  PXKRS   ";"Disco duro, Seagate";"683,47 €";"Tailandia"
" A01K6  ";"Placa base, ASUS";"806,72 TL";"Corea del Sur"
"  W1QCQ   ";"Memoria RAM, Kingston";"517,50 £";"Taiwán"
"   GX1BY   ";"Memoria RAM, Kingston";"38,20 €";"Tailandia"
" OIARA ";"Memoria RAM, Kingston";"262,13 £";"Corea del Sur"
"  X2NHU ";"Disco duro, Seagate";"944,64 TL";"China"
" 4CKDN   ";"Procesador, Intel";"F274,24 £";"China"
"   T7NQH   ";"Memoria RAM, Kingston";"432,88 €";"Tailandia"
" 8ZJVL ";"Disco duro, Seagate";"j591,40 €";"China"
"   M9JGS   ";"Tarjeta gráfica, NVIDIA";"39,80 €";"Estados Unidos"
" 5SW0D  ";"Procesador, Intel";"695,14 €";"Tailandia"
" PBSMH  ";"Tarjeta gráfica, NVIDIA";"474,90 TL";"Estados Unidos"
"   WCPQG ";"Memoria RAM, Kingston";"820,98 €";"Tailandia"
" 0HXW3   ";"Disco duro, Seagate";"460,81 €";"China"
" EDL2N ";"Disco duro, Seagate";"940,17 £";"Estados Unidos"
" ZCKTF  ";"Tarjeta gráfica, NVIDIA";"252,89 £";"Taiwán"
"   QOPTG ";"Procesador, Intel";"447,26 €";"Tailandia"
"   JVD84  ";"Memoria RAM, Kingston";"526,66 €";"Corea del Sur"
"  F54QN ";"Disco duro, Seagate";"757,84 €";"Estados Unidos"
"  ZWAZ6  ";"Procesador, Intel";"n373,73 TL";"China"
" R75ZH   ";"Disco duro, Seagate";"262,19 £";"China"
"   1RNAH  ";"Procesador, Intel";"939,41 TL";"Estados Unidos"
"   SOFUL ";"Tarjeta gráfica, NVIDIA";"610,16 £";"Estados Unidos"
"  POF10   ";"Tarjeta gráfica, NVIDIA";"181,69 TL";"Estados Unidos"
"  TXXB2   ";"Procesador, Intel";"874,69 £";"Tailandia"
"  JS4TJ   ";"Disco duro, Seagate";"964,93 €";"Estados Unidos"
"  FH95L  ";"Placa base, ASUS";"806,90 TL";"Corea del Sur"
"   S4TZO ";"Placa base, ASUS";"323,64 £";"China"
"   EJTEF  ";"Procesador, Intel";"423,50 £";"Corea del Sur"
" E5IJC ";"Disco duro, Seagate";"706,40 €";"Taiwán"
" 7939W   ";"Tarjeta gráfica, NVIDIA";"503,33 £";"Estados Unidos"
"   G42TC  ";"Disco duro, Seagate";"972,56 TL";"Tailandia"
"   IQ9F4  ";"Memoria RAM, Kingston";"F992,73 €";"Estados Unidos"
"  DOU0X ";"Procesador, Intel";"395,74 TL";"Taiwán"
"  WQWVZ   ";"Procesador, Intel";"492,72 £";"Estados Unidos"
"   9Y1MG ";"Placa base, ASUS";"259,89 €";"Taiwán"
"   0XRX7 ";"Procesador, Intel";"296,30 £";"Corea del Sur"
"   8ZGHX  ";"Placa base, ASUS";"364,61 €";"China"
"  AFLON  ";"Disco duro, Seagate";"182,52 £";"Estados Unidos"
"   FUJ2Z ";"Placa base, ASUS";"170,13 £";"Taiwán"
"  ILQF7  ";"Procesador, Intel";"83,36 £";"Taiwán"
" SJ1YF ";"Placa base, ASUS";"21,28 TL";"Corea del Sur"
"   GCH1F ";"Placa base, ASUS";"627,52 £";"China"
" CP6D0  ";"Disco duro, Seagate";"A127,45 €";"Taiwán"
"   Y5FKN  ";"Disco duro, Seagate";"652,59 £";"Taiwán"
" ZZBKI  ";"Disco duro, Seagate";"979,30 TL";"Taiwán"
"   VX5YJ   ";"Placa base, ASUS";"928,59 €";"Estados Unidos"
" XVZBB  ";"Placa base, ASUS";"88,88 TL";"Tailandia"
"   J3QID ";"Tarjeta gráfica, NVIDIA";"438,43 £";"China"
"  L34ZO ";"Disco duro, Seagate";"439,58 TL";"Taiwán"
"   IHJDI  ";"Memoria RAM, Kingston";"561,83 €";"China"
"  1CDVD   ";"Procesador, Intel";"177,92 TL";"Taiwán"
"  O6WW0  ";"Tarjeta gráfica, NVIDIA";"700,48 TL";"Tailandia"
" YRPPR   ";"Memoria RAM, Kingston";"601,23 TL";"Corea del Sur"
" LYF5B ";"Disco duro, Seagate";"561,30 TL";"Estados Unidos"
" DLUGR  ";"Placa base, ASUS";"864,72 TL";"Tailandia"
" A7FO8   ";"Disco duro, Seagate";"643,21 TL";"Tailandia"
"   YKXSD  ";"Tarjeta gráfica, NVIDIA";"405,91 €";"Tailandia"
"   923O8   ";"Placa base, ASUS";"431,21 £";"Taiwán"
"  R0WQ0   ";"Disco duro, Seagate";"150,94 €";"China"
"  7I686 ";"Tarjeta gráfica, NVIDIA";"668,73 €";"Corea del Sur"
" OVPTK ";"Tarjeta gráfica, NVIDIA";"273,59 £";"Corea del Sur"
"  SUGKF ";"Procesador, Intel";"535,80 €";"China"
"   KJEZR   ";"Disco duro, Seagate";"344,28 €";"Tailandia"
"  V1Q4O ";"Tarjeta gráfica, NVIDIA";"11,69 €";"Tailandia"
"  0XFH3  ";"Memoria RAM, Kingston";"715,82 £";"Estados Unidos"
"   PMI0A  ";"Memoria RAM, Kingston";"971,11 €";"China"
"   1CB76  ";"Procesador, Intel";"u91,93 €";"Taiwán"
"   Z53OS ";"Procesador, Intel";"455,37 €";"China"
" KE58D  ";"Disco duro, Seagate";"288,11 £";"China"
"  R0KM6  ";"Memoria RAM, Kingston";"151,96 €";"Taiwán"
" J260F   ";"Procesador, Intel";"340,19 TL";"Corea del Sur"
"  F2QLX ";"Disco duro, Seagate";"759,64 TL";"Estados Unidos"
"   G49PF   ";"Placa base, ASUS";"133,59 TL";"Estados Unidos"
"  ZVXP9  ";"Disco duro, Seagate";"804,27 £";"Tailandia"
"  CY5QY  ";"Placa base, ASUS";"994,67 £";"China"
"   Y78NR  ";"Procesador, Intel";"962,90 €";"Estados Unidos"
" 92MS0  ";"Disco duro, Seagate";"74,69 £";"China"
"   JH4ZB  ";"Procesador, Intel";"935,72 €";"Corea del Sur"
"   521J2  ";"Disco duro, Seagate";"622,41 TL";"Taiwán"
" N27TX   ";"Tarjeta gráfica, NVIDIA";"905,14 £";"Estados Unidos"
"   UKK60   ";"Memoria RAM, Kingston";"977,73 £";"Estados Unidos"
" GN111  ";"Memoria RAM, Kingston";"528,85 £";"Tailandia"
"   PWFHX ";"Memoria RAM, Kingston";"544,24 £";"Tailandia"
"  JEEZM ";"Procesador, Intel";"68,83 £";"China"
"   ZSGCW  ";"Tarjeta gráfica, NVIDIA";"457,73 €";"China"
" OX8ER   ";"Disco duro, Seagate";"37,55 TL";"Tailandia"
"  839G3   ";"Memoria RAM, Kingston";"722,20 €";"Estados Unidos"
"  0SI9C ";"Tarjeta gráfica, NVIDIA";"969,72 €";"Taiwán"
" 0GI9F   ";"Procesador, Intel";"513,25 €";"China"
"  TCHOA ";"Tarjeta gráfica, NVIDIA";"611,62 £";"China"
" J5CQU   ";"Disco duro, Seagate";"368,56 TL";"Tailandia"
"   SYHZK  ";"Tarjeta gráfica, NVIDIA";"722,20 £";"Taiwán"
" 8JVEY ";"Memoria RAM, Kingston";"63,34 TL";"Tailandia"
" Z59P2  ";"Tarjeta gráfica, NVIDIA";"434,88 £";"Tailandia"
" G4OAQ  ";"Memoria RAM, Kingston";"245,31 £";"China"
"   YVDVE   ";"Tarjeta gráfica, NVIDIA";"243,38 TL";"Estados Unidos"
" APZ13  ";"Memoria RAM, Kingston";"82,16 £";"Taiwán"
" 3DSCU ";"Procesador, Intel";"23,79 TL";"Estados Unidos"
" MK6MG ";"Tarjeta gráfica, NVIDIA";"749,66 £";"Estados Unidos"
" 6NGY2  ";"Procesador, Intel";"961,76 €";"Taiwán"
"  VSUAO ";"Procesador, Intel";"446,92 TL";"Corea del Sur"
" 29334   ";"Disco duro, Seagate";"927,49 £";"Corea del Sur"
" TUBO4   ";"Placa base, ASUS";"341,29 £";"Estados Unidos"
"  7Z7YU  ";"Memoria RAM, Kingston";"Z786,48 €";"China"
"  ZQ12T  ";"Placa base, ASUS";"W170,19 £";"Estados Unidos"
"   ANVEN   ";"Memoria RAM, Kingston";"424,88 €";"China"
" P1D9C ";"Placa base, ASUS";"61,25 TL";"Tailandia"
"  A2Y1V ";"Placa base, ASUS";"987,74 £";"Corea del Sur"
"  F4FXF  ";"Tarjeta gráfica, NVIDIA";"732,36 €";"Estados Unidos"
" KJWI3   ";"Tarjeta gráfica, NVIDIA";"649,47 €";"Corea del Sur"
" 8O8S2 ";"Tarjeta gráfica, NVIDIA";"876,25 TL";"China"
"  Q7XZN ";"Memoria RAM, Kingston";"H295,49 €";"Taiwán"
" O6V2C   ";"Procesador, Intel";"607,26 TL";"Taiwán"
" SQBSF  ";"Tarjeta gráfica, NVIDIA";"d253,51 TL";"Corea del Sur"
" IX4DM ";"Disco duro, Seagate";"548,34 £";"China"
" E3SKJ   ";"Disco duro, Seagate";"725,91 €";"China"
"  UFBKP ";"Placa base, ASUS";"22,31 TL";"Taiwán"
"   72HE2  ";"Tarjeta gráfica, NVIDIA";"228,90 TL";"China"
" 3GT6L ";"Placa base, ASUS";"c448,78 £";"China"
"   32T84   ";"Memoria RAM, Kingston";"920,40 €";"Estados Unidos"
"   QU89V   ";"Memoria RAM, Kingston";"969,52 £";"China"
"   XF5M8  ";"Placa base, ASUS";"50,82 £";"Taiwán"
" ZBQVF   ";"Placa base, ASUS";"760,45 €";"Taiwán"
"   6QH92 ";"Disco duro, Seagate";"375,79 €";"China"
" PJ8Q5  ";"Memoria RAM, Kingston";"186,58 TL";"Corea del Sur"
"  2TAAD  ";"Memoria RAM, Kingston";"947,82 €";"Taiwán"
"   0GLED  ";"Tarjeta gráfica, NVIDIA";"627,47 €";"Taiwán"
"  RWU96  ";"Memoria RAM, Kingston";"363,74 £";"Tailandia"
"  JO2DK  ";"Tarjeta gráfica, NVIDIA";"642,76 €";"Corea del Sur"
"   HRTKP ";"Placa base, ASUS";"355,45 TL";"Tailandia"
"  YIAI5  ";"Disco duro, Seagate";"89,26 TL";"China"
" IG73D  ";"Procesador, Intel";"932,67 £";"China"
